case_id,corpus_id,human_label,uncertain,task,stratum,N,n,pi,year,venue_abbr
NCV-0346,68237,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2025,GECCO
NCV-0347,67858,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2025,GECCO
NCV-0348,84419,dl_native,,role,Mixed journals|enriched,2156,50,0.023191094619666,2024,INS
NCV-0349,88170,dl_native,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2025,INS
NCV-0350,57812,neuroevolution,,role,Core EC conferences|enriched,332,50,0.1506024096385542,2022,EVOAPP
NCV-0351,42792,dl_native,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2023,ESWA
NCV-0352,100965,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2025,SWEVC
NCV-0353,104814,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2022,TEVC
NCV-0354,101475,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2022,SWEVC
NCV-0355,101166,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2024,SWEVC
NCV-0356,98313,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2021,SSCI
NCV-0357,41699,dl_native,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2023,ESWA
NCV-0358,48949,dl_native,,role,Mixed journals|enriched,2156,50,0.023191094619666,2025,ESWA
NCV-0361,69304,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2023,GECCO
NCV-0362,69541,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2022,GECCO
NCV-0363,97564,dl_native,,role,SSCI (mixed conf.)|enriched,88,50,0.5681818181818182,2023,SSCI
NCV-0364,97538,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2023,SSCI
NCV-0365,60047,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2021,EVOINT
NCV-0366,98204,neuroevolution,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2021,SSCI
NCV-0367,98232,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2021,SSCI
NCV-0368,103828,dl_native,,role,Mixed journals|enriched,2156,50,0.023191094619666,2022,TETCI
NCV-0369,84078,dl_native,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2021,INS
NCV-0370,68255,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2025,GECCO
NCV-0371,22120,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2022,CEC
NCV-0372,21414,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2025,CEC
NCV-0374,40186,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2022,ESWA
NCV-0376,68056,other,,role,Core EC conferences|enriched,332,50,0.1506024096385542,2025,GECCO
NCV-0377,59886,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2021,EVOINT
NCV-0379,69058,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2023,GECCO
NCV-0380,104873,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2021,TEVC
NCV-0383,97945,dl_native,,role,SSCI (mixed conf.)|enriched,88,50,0.5681818181818182,2022,SSCI
NCV-0385,97497,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2023,SSCI
NCV-0386,97481,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2023,SSCI
NCV-0388,68605,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2024,GECCO
NCV-0389,98297,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2021,SSCI
NCV-0390,12386,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2024,ASOC
NCV-0392,100393,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2025,SWEVC
NCV-0393,101039,hybrid,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2024,SWEVC
NCV-0394,11213,dl_native,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2025,ASOC
NCV-0395,24263,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2023,EMO
NCV-0396,97677,dl_native,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2023,SSCI
NCV-0397,100915,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2025,SWEVC
NCV-0398,57894,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2021,EVOAPP
NCV-0400,82192,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2022,INS
NCV-0401,47221,dl_native,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2025,ESWA
NCV-0403,57741,hybrid,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2024,EVOAPP
NCV-0404,101319,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2024,SWEVC
NCV-0405,104087,other,,role,Core EC journals|enriched,194,50,0.2577319587628865,2025,TEVC
NCV-0406,97518,dl_native,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2023,SSCI
NCV-0408,100697,hybrid,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2025,SWEVC
NCV-0409,97559,dl_native,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2023,SSCI
NCV-0410,98122,dl_native,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2021,SSCI
NCV-0411,59524,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2024,EVOINT
NCV-0412,10818,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2025,ASOC
NCV-0413,8773,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2021,ASOC
NCV-0414,97745,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2023,SSCI
NCV-0415,59726,dl_native,,role,Core EC journals|enriched,194,50,0.2577319587628865,2022,EVOINT
NCV-0416,69613,hybrid,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2022,GECCO
NCV-0417,24226,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2025,EMO
NCV-0418,98152,dl_native,,role,SSCI (mixed conf.)|enriched,88,50,0.5681818181818182,2021,SSCI
NCV-0420,70975,dl_native,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2024,ICSI
NCV-0421,98080,dl_native,,role,SSCI (mixed conf.)|enriched,88,50,0.5681818181818182,2021,SSCI
NCV-0422,22042,dl_native,,role,Core EC conferences|enriched,332,50,0.1506024096385542,2022,CEC
NCV-0423,103307,dl_native,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2024,TETCI
NCV-0424,83743,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2021,INS
NCV-0425,97712,dl_native,,role,SSCI (mixed conf.)|enriched,88,50,0.5681818181818182,2023,SSCI
NCV-0430,101179,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2024,SWEVC
NCV-0433,67750,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2022,SSCI
NCV-0434,98005,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2021,SSCI
NCV-0436,97709,dl_native,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2023,SSCI
NCV-0437,69033,hybrid,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2023,GECCO
NCV-0438,100574,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2025,SWEVC
NCV-0440,11053,dl_native,,role,Mixed journals|enriched,2156,50,0.023191094619666,2024,ASOC
NCV-0442,21902,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2023,CEC
NCV-0443,48478,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2025,ESWA
NCV-0444,47896,dl_native,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2025,ESWA
NCV-0445,41998,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2023,ESWA
NCV-0446,97947,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2022,SSCI
NCV-0447,98149,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2021,SSCI
NCV-0448,37227,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2021,ESWA
NCV-0449,10485,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2024,ASOC
NCV-0450,98100,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2021,SSCI
NCV-0451,47016,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2025,ESWA
NCV-0452,68914,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2023,GECCO
NCV-0453,49747,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2025,ESWA
NCV-0454,57703,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2024,EVOAPP
NCV-0455,101473,other,,role,Core EC journals|enriched,194,50,0.2577319587628865,2022,SWEVC
NCV-0456,104408,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2024,TEVC
NCV-0457,97759,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2023,SSCI
NCV-0458,97828,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2022,SSCI
NCV-0460,36994,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2021,ESWA
NCV-0461,7243,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2023,ASOC
NCV-0462,69699,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2022,GECCO
NCV-0463,21522,dl_native,,role,Core EC conferences|enriched,332,50,0.1506024096385542,2024,CEC
NCV-0465,101050,dl_native,,role,Core EC journals|enriched,194,50,0.2577319587628865,2025,SWEVC
NCV-0466,68563,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2024,GECCO
NCV-0467,97616,hybrid,,role,SSCI (mixed conf.)|enriched,88,50,0.5681818181818182,2023,SSCI
NCV-0468,21956,neuroevolution,,role,Core EC conferences|enriched,332,50,0.1506024096385542,2023,CEC
NCV-0469,104043,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2025,TEVC
NCV-0470,88054,neuroevolution,,role,Mixed journals|enriched,2156,50,0.023191094619666,2025,INS
NCV-0471,48651,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2025,ESWA
NCV-0472,97753,hybrid,,role,SSCI (mixed conf.)|enriched,88,50,0.5681818181818182,2023,SSCI
NCV-0473,97794,dl_native,,role,SSCI (mixed conf.)|enriched,88,50,0.5681818181818182,2022,SSCI
NCV-0475,44049,dl_native,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2024,ESWA
NCV-0476,101424,neuroevolution,,role,Core EC journals|enriched,194,50,0.2577319587628865,2023,SWEVC
NCV-0479,97773,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2022,SSCI
NCV-0481,85197,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2024,INS
NCV-0482,101660,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2021,SWEVC
NCV-0483,21888,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2023,CEC
NCV-0486,69829,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2022,GECCO
NCV-0487,68332,hybrid,,role,Core EC conferences|enriched,332,50,0.1506024096385542,2025,GECCO
NCV-0488,68769,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2024,GECCO
NCV-0489,70102,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2021,GECCO
NCV-0490,101589,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2021,SWEVC
NCV-0491,42461,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2023,ESWA
NCV-0492,59890,other,,role,Core EC journals|enriched,194,50,0.2577319587628865,2022,EVOINT
NCV-0494,100943,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2024,SWEVC
NCV-0495,97725,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2023,SSCI
NCV-0496,97623,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2023,SSCI
NCV-0497,85567,dl_native,,role,Mixed journals|enriched,2156,50,0.023191094619666,2023,INS
NCV-0498,100653,hybrid,,role,Core EC journals|enriched,194,50,0.2577319587628865,2025,SWEVC
NCV-0499,48226,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2025,ESWA
NCV-0501,59700,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2023,EVOINT
NCV-0502,104560,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2024,TEVC
NCV-0503,48641,dl_native,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2025,ESWA
NCV-0505,43714,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2024,ESWA
NCV-0506,67904,dl_native,,role,Core EC conferences|enriched,332,50,0.1506024096385542,2025,GECCO
NCV-0508,45879,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2024,ESWA
NCV-0509,42957,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2023,ESWA
NCV-0510,21742,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2024,CEC
NCV-0511,97775,dl_native,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2022,SSCI
NCV-0512,104229,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2025,TEVC
NCV-0513,59859,neuroevolution,,role,Core EC journals|enriched,194,50,0.2577319587628865,2022,EVOINT
NCV-0515,84948,dl_native,,role,Mixed journals|enriched,2156,50,0.023191094619666,2024,INS
NCV-0516,22201,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2021,CEC
NCV-0517,59880,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2022,EVOINT
NCV-0518,97696,dl_native,,role,SSCI (mixed conf.)|enriched,88,50,0.5681818181818182,2023,SSCI
NCV-0519,97553,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2023,SSCI
NCV-0520,7930,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2022,ASOC
NCV-0521,97581,dl_native,,role,SSCI (mixed conf.)|enriched,88,50,0.5681818181818182,2023,SSCI
NCV-0522,59940,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2021,EVOINT
NCV-0523,59344,hybrid,,role,Core EC journals|enriched,194,50,0.2577319587628865,2025,EVOINT
NCV-0524,68559,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2024,GECCO
NCV-0525,104542,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2024,TEVC
NCV-0526,85408,dl_native,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2023,INS
NCV-0527,21473,neuroevolution,,role,Core EC conferences|enriched,332,50,0.1506024096385542,2025,CEC
NCV-0528,68979,neuroevolution,,role,Core EC conferences|enriched,332,50,0.1506024096385542,2023,GECCO
NCV-0529,97754,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2023,SSCI
NCV-0530,48756,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2025,ESWA
NCV-0531,97524,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2023,SSCI
NCV-0532,68529,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2024,GECCO
NCV-0533,21701,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2024,CEC
NCV-0535,104917,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2021,TEVC
NCV-0536,101160,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2024,SWEVC
NCV-0537,83268,dl_native,,role,Mixed journals|enriched,2156,50,0.023191094619666,2021,INS
NCV-0538,68110,dl_native,,role,Core EC conferences|enriched,332,50,0.1506024096385542,2025,GECCO
NCV-0539,97992,hybrid,,role,SSCI (mixed conf.)|enriched,88,50,0.5681818181818182,2022,SSCI
NCV-0540,57793,neuroevolution,,role,Core EC conferences|enriched,332,50,0.1506024096385542,2022,EVOAPP
NCV-0541,59988,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2022,EVOINT
NCV-0542,59825,dl_native,,role,Core EC journals|enriched,194,50,0.2577319587628865,2021,EVOINT
NCV-0543,39845,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2022,ESWA
NCV-0545,67932,neuroevolution,,role,Core EC conferences|enriched,332,50,0.1506024096385542,2025,GECCO
NCV-0546,101125,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2024,SWEVC
NCV-0547,21733,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2024,CEC
NCV-0548,56913,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2022,EUROGP
NCV-0550,10913,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2024,ASOC
NCV-0551,100699,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2025,SWEVC
NCV-0552,67967,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2025,GECCO
NCV-0553,69428,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2022,GECCO
NCV-0556,22510,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2021,CEC
NCV-0557,68034,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2025,GECCO
NCV-0558,104923,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2021,TEVC
NCV-0559,98347,dl_native,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2021,SSCI
NCV-0560,68834,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2024,GECCO
NCV-0561,98116,dl_native,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2021,SSCI
NCV-0562,21560,hybrid,,role,Core EC conferences|enriched,332,50,0.1506024096385542,2024,CEC
NCV-0563,69856,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2022,GECCO
NCV-0564,59644,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2023,EVOINT
NCV-0565,97972,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2022,SSCI
NCV-0566,98272,dl_native,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2021,SSCI
NCV-0567,101320,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2023,SWEVC
NCV-0568,100806,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2025,SWEVC
NCV-0569,101433,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2023,SWEVC
NCV-0570,69609,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2022,GECCO
NCV-0571,97857,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2022,SSCI
NCV-0572,97609,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2023,SSCI
NCV-0573,97986,dl_native,,role,SSCI (mixed conf.)|enriched,88,50,0.5681818181818182,2022,SSCI
NCV-0574,68260,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2025,GECCO
NCV-0575,85884,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2024,INS
NCV-0578,70434,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2022,GPEM
NCV-0579,70299,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2021,GECCO
NCV-0580,36200,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2021,ESWA
NCV-0581,69662,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2022,GECCO
NCV-0582,97721,other,,role,SSCI (mixed conf.)|enriched,88,50,0.5681818181818182,2023,SSCI
NCV-0584,100509,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2025,SWEVC
NCV-0586,97842,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2022,SSCI
NCV-0587,69682,other,,role,Core EC conferences|enriched,332,50,0.1506024096385542,2022,GECCO
NCV-0588,98249,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2021,SSCI
NCV-0589,97769,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2022,SSCI
NCV-0590,98200,dl_native,,role,SSCI (mixed conf.)|enriched,88,50,0.5681818181818182,2021,SSCI
NCV-0591,22325,neuroevolution,,role,Core EC conferences|enriched,332,50,0.1506024096385542,2021,CEC
NCV-0592,97964,dl_native,,role,SSCI (mixed conf.)|enriched,88,50,0.5681818181818182,2022,SSCI
NCV-0593,59439,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2023,EVOINT
NCV-0594,97933,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2022,SSCI
NCV-0595,68833,neuroevolution,,role,Core EC conferences|enriched,332,50,0.1506024096385542,2024,GECCO
NCV-0596,83088,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2021,INS
NCV-0598,97613,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2023,SSCI
NCV-0599,97707,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2023,SSCI
NCV-0600,68937,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2023,GECCO
NCV-0601,97991,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2021,SSCI
NCV-0603,70015,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2021,GECCO
NCV-0605,10324,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2025,ASOC
NCV-0607,98328,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2021,SSCI
NCV-0608,84708,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2024,INS
NCV-0609,98337,dl_native,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2021,SSCI
NCV-0611,97511,hybrid,,role,SSCI (mixed conf.)|enriched,88,50,0.5681818181818182,2023,SSCI
NCV-0613,98208,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2021,SSCI
NCV-0615,69073,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2023,GECCO
NCV-0616,98146,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2021,SSCI
NCV-0617,83438,other,,role,Mixed journals|enriched,2156,50,0.023191094619666,2021,INS
NCV-0618,98203,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2021,SSCI
NCV-0619,91012,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2025,MEMETIC
NCV-0621,68554,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2024,GECCO
NCV-0622,38974,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2022,ESWA
NCV-0624,22392,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2021,CEC
NCV-0625,101131,neuroevolution,,role,Core EC journals|enriched,194,50,0.2577319587628865,2024,SWEVC
NCV-0626,59385,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2024,EVOINT
NCV-0627,101015,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2025,SWEVC
NCV-0628,8913,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2022,ASOC
NCV-0629,49765,dl_native,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2025,ESWA
NCV-0630,68232,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2025,GECCO
NCV-0632,59389,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2024,EVOINT
NCV-0633,98181,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2021,SSCI
NCV-0635,37895,dl_native,,role,Mixed journals|enriched,2156,50,0.023191094619666,2021,ESWA
NCV-0636,45454,dl_native,,role,Mixed journals|enriched,2156,50,0.023191094619666,2024,ESWA
NCV-0637,104017,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2025,TEVC
NCV-0640,98193,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2021,SSCI
NCV-0641,46333,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2024,ESWA
NCV-0642,41377,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2023,ESWA
NCV-0643,59376,dl_native,,role,Core EC journals|enriched,194,50,0.2577319587628865,2024,EVOINT
NCV-0645,100097,other,,role,Core EC journals|enriched,194,50,0.2577319587628865,2025,SWARMINT
NCV-0646,21546,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2024,CEC
NCV-0647,21940,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2023,CEC
NCV-0648,100734,hybrid,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2025,SWEVC
NCV-0650,101285,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2024,SWEVC
NCV-0651,104300,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2025,TEVC
NCV-0654,101516,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2022,SWEVC
NCV-0655,60001,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2021,EVOINT
NCV-0656,43006,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2023,ESWA
NCV-0657,98038,dl_native,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2021,SSCI
NCV-0658,104301,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2025,TEVC
NCV-0659,59936,hybrid,,role,Core EC journals|enriched,194,50,0.2577319587628865,2021,EVOINT
NCV-0660,98163,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2021,SSCI
NCV-0661,98349,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2021,SSCI
NCV-0662,97496,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2023,SSCI
NCV-0663,36515,dl_native,,role,Mixed journals|enriched,2156,50,0.023191094619666,2021,ESWA
NCV-0664,98123,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2021,SSCI
NCV-0665,82027,dl_native,,role,Mixed journals|enriched,2156,50,0.023191094619666,2022,INS
NCV-0667,104829,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2022,TEVC
NCV-0669,59544,dl_native,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2023,EVOINT
NCV-0670,47831,dl_native,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2025,ESWA
NCV-0671,98027,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2021,SSCI
NCV-0672,70495,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2021,GPEM
NCV-0673,21601,neuroevolution,,role,Core EC conferences|enriched,332,50,0.1506024096385542,2024,CEC
NCV-0675,44045,dl_native,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2024,ESWA
NCV-0676,104739,hybrid,,role,Core EC journals|enriched,194,50,0.2577319587628865,2023,TEVC
NCV-0677,59379,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2024,EVOINT
NCV-0678,39261,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2022,ESWA
NCV-0679,98075,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2021,SSCI
NCV-0680,98246,dl_native,,role,SSCI (mixed conf.)|enriched,88,50,0.5681818181818182,2021,SSCI
NCV-0681,69655,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2022,GECCO
NCV-0682,49297,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2025,ESWA
