corpus_id,year,venue_abbr,group,label,period,stratum,weight,N_h,n_h,pi1,second_label,masked_label
47360,2025,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
59482,2024,EVOINT,Core EC journals,dl_native,2021-2025,Core EC journals|dl_native|2021-2025,1.0,86,86,1.0,dl_native,dl_native
7363,2023,ASOC,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
81192,2018,INS,Mixed journals,dl_native,2016-2020,Mixed journals|dl_native|2016-2020,5.087719,580,114,0.19655172413793104,dl_native,dl_native
103084,2025,TETCI,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,other,other
84325,2024,INS,Mixed journals,other,2021-2025,Mixed journals|other|2021-2025,5.048077,525,104,0.1980952380952381,dl_native,other
10614,2025,ASOC,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
9577,2021,ASOC,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
45483,2024,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
40309,2022,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
100799,2025,SWEVC,Core EC journals,hybrid,2021-2025,Core EC journals|hybrid|2021-2025,3.185185,86,27,0.313953488372093,hybrid,hybrid
82672,2022,INS,Mixed journals,hybrid,2021-2025,Mixed journals|hybrid|2021-2025,4.979381,483,97,0.20082815734989648,hybrid,hybrid
8939,2021,ASOC,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
34135,2018,ESWA,Mixed journals,dl_native,2016-2020,Mixed journals|dl_native|2016-2020,5.087719,580,114,0.19655172413793104,dl_native,dl_native
98771,2020,SSCI,SSCI (mixed conf.),neuroevolution,2016-2020,SSCI (mixed conf.)|neuroevolution|2016-2020,1.0,15,15,1.0,neuroevolution,neuroevolution
98773,2020,SSCI,SSCI (mixed conf.),other,2016-2020,SSCI (mixed conf.)|other|2016-2020,1.1875,19,16,0.8421052631578947,dl_native,other
49450,2025,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
103622,2023,TETCI,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
101904,2020,SWEVC,Core EC journals,hybrid,2016-2020,Core EC journals|hybrid|2016-2020,1.0,8,8,1.0,neuroevolution,hybrid
43974,2024,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
105019,2020,TEVC,Core EC journals,neuroevolution,2016-2020,Core EC journals|neuroevolution|2016-2020,1.0,8,8,1.0,neuroevolution,neuroevolution
20739,2014,CEC,Core EC conferences,hybrid,<=2015,Core EC conferences|hybrid|<=2015,1.0,8,8,1.0,neuroevolution,hybrid
48655,2025,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,other
88077,2025,INS,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
82059,2022,INS,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
80035,2020,INS,Mixed journals,dl_native,2016-2020,Mixed journals|dl_native|2016-2020,5.087719,580,114,0.19655172413793104,dl_native,dl_native
47653,2025,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
10368,2025,ASOC,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
40434,2022,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
35992,2021,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
68066,2025,GECCO,Core EC conferences,hybrid,2021-2025,Core EC conferences|hybrid|2021-2025,4.351852,235,54,0.2297872340425532,hybrid,hybrid
40244,2022,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
18826,2019,CEC,Core EC conferences,dl_native,2016-2020,Core EC conferences|dl_native|2016-2020,1.0,42,42,1.0,dl_native,dl_native
8134,2023,ASOC,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
98808,2019,SSCI,SSCI (mixed conf.),dl_native,2016-2020,SSCI (mixed conf.)|dl_native|2016-2020,4.255319,200,47,0.235,dl_native,dl_native
9649,2021,ASOC,Mixed journals,hybrid,2021-2025,Mixed journals|hybrid|2021-2025,4.979381,483,97,0.20082815734989648,hybrid,hybrid
59552,2023,EVOINT,Core EC journals,dl_native,2021-2025,Core EC journals|dl_native|2021-2025,1.0,86,86,1.0,dl_native,dl_native
41868,2023,ESWA,Mixed journals,other,2021-2025,Mixed journals|other|2021-2025,5.048077,525,104,0.1980952380952381,other,other
79775,2020,INS,Mixed journals,hybrid,2016-2020,Mixed journals|hybrid|2016-2020,2.0,38,19,0.5,hybrid,hybrid
37938,2020,ESWA,Mixed journals,dl_native,2016-2020,Mixed journals|dl_native|2016-2020,5.087719,580,114,0.19655172413793104,dl_native,dl_native
22666,2020,CEC,Core EC conferences,other,2016-2020,Core EC conferences|other|2016-2020,1.4375,23,16,0.6956521739130435,other,other
90985,2025,MEMETIC,Core EC journals,dl_native,2021-2025,Core EC journals|dl_native|2021-2025,1.0,86,86,1.0,dl_native,dl_native
42344,2023,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
12248,2024,ASOC,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
104907,2021,TEVC,Core EC journals,neuroevolution,2021-2025,Core EC journals|neuroevolution|2021-2025,2.333333,49,21,0.42857142857142855,neuroevolution,neuroevolution
65423,2020,GECCO,Core EC conferences,other,2016-2020,Core EC conferences|other|2016-2020,1.4375,23,16,0.6956521739130435,other,other
68663,2024,GECCO,Core EC conferences,hybrid,2021-2025,Core EC conferences|hybrid|2021-2025,4.351852,235,54,0.2297872340425532,neuroevolution,hybrid
49439,2025,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
92513,2022,PPSN,Core EC conferences,neuroevolution,2021-2025,Core EC conferences|neuroevolution|2021-2025,3.4375,110,32,0.2909090909090909,neuroevolution,neuroevolution
46049,2024,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
104466,2025,TEVC,Core EC journals,neuroevolution,2021-2025,Core EC journals|neuroevolution|2021-2025,2.333333,49,21,0.42857142857142855,neuroevolution,neuroevolution
48246,2025,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
86699,2023,INS,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
42115,2023,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,hybrid
43088,2023,ESWA,Mixed journals,neuroevolution,2021-2025,Mixed journals|neuroevolution|2021-2025,3.419355,106,31,0.29245283018867924,neuroevolution,neuroevolution
79673,2020,INS,Mixed journals,dl_native,2016-2020,Mixed journals|dl_native|2016-2020,5.087719,580,114,0.19655172413793104,dl_native,dl_native
44781,2024,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
104250,2025,TEVC,Core EC journals,hybrid,2021-2025,Core EC journals|hybrid|2021-2025,3.185185,86,27,0.313953488372093,other,other
18787,2019,CEC,Core EC conferences,other,2016-2020,Core EC conferences|other|2016-2020,1.4375,23,16,0.6956521739130435,other,other
49019,2025,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
1158,2007,ASOC,Mixed journals,other,<=2015,Mixed journals|other|<=2015,1.529412,26,17,0.6538461538461539,dl_native,other
11300,2024,ASOC,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,other
22436,2021,CEC,Core EC conferences,neuroevolution,2021-2025,Core EC conferences|neuroevolution|2021-2025,3.4375,110,32,0.2909090909090909,neuroevolution,neuroevolution
104480,2025,TEVC,Core EC journals,hybrid,2021-2025,Core EC journals|hybrid|2021-2025,3.185185,86,27,0.313953488372093,hybrid,hybrid
47932,2025,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
39824,2022,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
48649,2025,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
59168,2025,EVOINT,Core EC journals,dl_native,2021-2025,Core EC journals|dl_native|2021-2025,1.0,86,86,1.0,dl_native,dl_native
10114,2025,ASOC,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
91040,2025,MEMETIC,Core EC journals,dl_native,2021-2025,Core EC journals|dl_native|2021-2025,1.0,86,86,1.0,dl_native,dl_native
41709,2023,ESWA,Mixed journals,hybrid,2021-2025,Mixed journals|hybrid|2021-2025,4.979381,483,97,0.20082815734989648,neuroevolution,hybrid
101193,2024,SWEVC,Core EC journals,hybrid,2021-2025,Core EC journals|hybrid|2021-2025,3.185185,86,27,0.313953488372093,hybrid,hybrid
99627,2017,SSCI,SSCI (mixed conf.),dl_native,2016-2020,SSCI (mixed conf.)|dl_native|2016-2020,4.255319,200,47,0.235,dl_native,dl_native
37557,2020,ESWA,Mixed journals,dl_native,2016-2020,Mixed journals|dl_native|2016-2020,5.087719,580,114,0.19655172413793104,dl_native,dl_native
42013,2023,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
49009,2025,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
49686,2025,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
104331,2025,TEVC,Core EC journals,hybrid,2021-2025,Core EC journals|hybrid|2021-2025,3.185185,86,27,0.313953488372093,hybrid,hybrid
44865,2024,ESWA,Mixed journals,hybrid,2021-2025,Mixed journals|hybrid|2021-2025,4.979381,483,97,0.20082815734989648,neuroevolution,neuroevolution
49954,2025,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
45120,2024,ESWA,Mixed journals,other,2021-2025,Mixed journals|other|2021-2025,5.048077,525,104,0.1980952380952381,other,other
76539,2017,INS,Mixed journals,dl_native,2016-2020,Mixed journals|dl_native|2016-2020,5.087719,580,114,0.19655172413793104,dl_native,dl_native
88248,2025,INS,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
9308,2021,ASOC,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
41478,2023,ESWA,Mixed journals,hybrid,2021-2025,Mixed journals|hybrid|2021-2025,4.979381,483,97,0.20082815734989648,neuroevolution,neuroevolution
97689,2023,SSCI,SSCI (mixed conf.),hybrid,2021-2025,SSCI (mixed conf.)|hybrid|2021-2025,1.0,9,9,1.0,hybrid,hybrid
103418,2024,TETCI,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,other
67727,2025,GECCO,Core EC conferences,hybrid,2021-2025,Core EC conferences|hybrid|2021-2025,4.351852,235,54,0.2297872340425532,hybrid,hybrid
97692,2023,SSCI,SSCI (mixed conf.),hybrid,2021-2025,SSCI (mixed conf.)|hybrid|2021-2025,1.0,9,9,1.0,hybrid,hybrid
43240,2024,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
68320,2025,GECCO,Core EC conferences,hybrid,2021-2025,Core EC conferences|hybrid|2021-2025,4.351852,235,54,0.2297872340425532,hybrid,hybrid
69211,2023,GECCO,Core EC conferences,other,2021-2025,Core EC conferences|other|2021-2025,2.521739,58,23,0.39655172413793105,neuroevolution,neuroevolution
79792,2020,INS,Mixed journals,dl_native,2016-2020,Mixed journals|dl_native|2016-2020,5.087719,580,114,0.19655172413793104,dl_native,dl_native
7540,2023,ASOC,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
98864,2019,SSCI,SSCI (mixed conf.),dl_native,2016-2020,SSCI (mixed conf.)|dl_native|2016-2020,4.255319,200,47,0.235,dl_native,dl_native
4494,2020,ASOC,Mixed journals,neuroevolution,2016-2020,Mixed journals|neuroevolution|2016-2020,1.0,10,10,1.0,neuroevolution,hybrid
37440,2021,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
19185,2018,CEC,Core EC conferences,other,2016-2020,Core EC conferences|other|2016-2020,1.4375,23,16,0.6956521739130435,other,other
1394,2016,ASOC,Mixed journals,hybrid,2016-2020,Mixed journals|hybrid|2016-2020,2.0,38,19,0.5,neuroevolution,hybrid
9957,2025,ASOC,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
82875,2021,INS,Mixed journals,other,2021-2025,Mixed journals|other|2021-2025,5.048077,525,104,0.1980952380952381,dl_native,other
59974,2021,EVOINT,Core EC journals,dl_native,2021-2025,Core EC journals|dl_native|2021-2025,1.0,86,86,1.0,dl_native,dl_native
7583,2023,ASOC,Mixed journals,neuroevolution,2021-2025,Mixed journals|neuroevolution|2021-2025,3.419355,106,31,0.29245283018867924,neuroevolution,neuroevolution
86079,2023,INS,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
39109,2022,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
47763,2025,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
37771,2020,ESWA,Mixed journals,dl_native,2016-2020,Mixed journals|dl_native|2016-2020,5.087719,580,114,0.19655172413793104,dl_native,dl_native
59484,2024,EVOINT,Core EC journals,dl_native,2021-2025,Core EC journals|dl_native|2021-2025,1.0,86,86,1.0,dl_native,dl_native
47833,2025,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,other
10289,2025,ASOC,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
44771,2024,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
95033,2015,SSCI,SSCI (mixed conf.),dl_native,<=2015,SSCI (mixed conf.)|dl_native|<=2015,1.0,6,6,1.0,dl_native,dl_native
65393,2020,GECCO,Core EC conferences,dl_native,2016-2020,Core EC conferences|dl_native|2016-2020,1.0,42,42,1.0,dl_native,other
39499,2022,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
42963,2023,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
99993,2017,SSCI,SSCI (mixed conf.),other,2016-2020,SSCI (mixed conf.)|other|2016-2020,1.1875,19,16,0.8421052631578947,dl_native,other
103353,2024,TETCI,Mixed journals,hybrid,2021-2025,Mixed journals|hybrid|2021-2025,4.979381,483,97,0.20082815734989648,hybrid,hybrid
88625,2025,INS,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
101214,2025,SWEVC,Core EC journals,other,2021-2025,Core EC journals|other|2021-2025,2.105263,40,19,0.475,dl_native,dl_native
99452,2018,SSCI,SSCI (mixed conf.),other,2016-2020,SSCI (mixed conf.)|other|2016-2020,1.1875,19,16,0.8421052631578947,other,other
18514,2019,CEC,Core EC conferences,neuroevolution,2016-2020,Core EC conferences|neuroevolution|2016-2020,3.142857,88,28,0.3181818181818182,neuroevolution,neuroevolution
48764,2025,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
43075,2023,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
46448,2024,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
49947,2025,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
48249,2025,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
38977,2022,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
23149,2022,CIM,Mixed journals,other,2021-2025,Mixed journals|other|2021-2025,5.048077,525,104,0.1980952380952381,dl_native,other
98006,2021,SSCI,SSCI (mixed conf.),dl_native,2021-2025,SSCI (mixed conf.)|dl_native|2021-2025,4.0,160,40,0.25,dl_native,dl_native
651,2011,ASOC,Mixed journals,other,<=2015,Mixed journals|other|<=2015,1.529412,26,17,0.6538461538461539,other,other
37454,2020,ESWA,Mixed journals,dl_native,2016-2020,Mixed journals|dl_native|2016-2020,5.087719,580,114,0.19655172413793104,dl_native,hybrid
21370,2025,CEC,Core EC conferences,dl_native,2021-2025,Core EC conferences|dl_native|2021-2025,1.0,72,72,1.0,dl_native,dl_native
22892,2020,CEC,Core EC conferences,other,2016-2020,Core EC conferences|other|2016-2020,1.4375,23,16,0.6956521739130435,other,other
49671,2025,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
70976,2024,ICSI,Core EC conferences,dl_native,2021-2025,Core EC conferences|dl_native|2021-2025,1.0,72,72,1.0,dl_native,dl_native
47028,2025,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
115625,2024,SOFTCOMP,Mixed journals,other,2021-2025,Mixed journals|other|2021-2025,5.048077,525,104,0.1980952380952381,other,other
3579,2012,ASOC,Mixed journals,other,<=2015,Mixed journals|other|<=2015,1.529412,26,17,0.6538461538461539,other,other
71144,2022,ICSI,Core EC conferences,dl_native,2021-2025,Core EC conferences|dl_native|2021-2025,1.0,72,72,1.0,dl_native,dl_native
11911,2024,ASOC,Mixed journals,hybrid,2021-2025,Mixed journals|hybrid|2021-2025,4.979381,483,97,0.20082815734989648,neuroevolution,other
5222,2019,ASOC,Mixed journals,dl_native,2016-2020,Mixed journals|dl_native|2016-2020,5.087719,580,114,0.19655172413793104,dl_native,dl_native
98745,2020,SSCI,SSCI (mixed conf.),other,2016-2020,SSCI (mixed conf.)|other|2016-2020,1.1875,19,16,0.8421052631578947,hybrid,other
44182,2024,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
9121,2021,ASOC,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
45219,2024,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
9497,2021,ASOC,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
99509,2018,SSCI,SSCI (mixed conf.),hybrid,2016-2020,SSCI (mixed conf.)|hybrid|2016-2020,1.0,8,8,1.0,hybrid,hybrid
10725,2025,ASOC,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
12189,2024,ASOC,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
57871,2021,EVOAPP,Core EC conferences,dl_native,2021-2025,Core EC conferences|dl_native|2021-2025,1.0,72,72,1.0,dl_native,dl_native
86687,2023,INS,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
42734,2023,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
83930,2021,INS,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
49366,2025,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
102458,2012,SWEVC,Core EC journals,other,<=2015,Core EC journals|other|<=2015,1.0,1,1,1.0,other,other
40262,2022,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
4740,2020,ASOC,Mixed journals,dl_native,2016-2020,Mixed journals|dl_native|2016-2020,5.087719,580,114,0.19655172413793104,dl_native,dl_native
41208,2023,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
98738,2020,SSCI,SSCI (mixed conf.),dl_native,2016-2020,SSCI (mixed conf.)|dl_native|2016-2020,4.255319,200,47,0.235,dl_native,dl_native
97678,2023,SSCI,SSCI (mixed conf.),other,2021-2025,SSCI (mixed conf.)|other|2021-2025,1.0,12,12,1.0,other,other
39116,2022,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
94811,2016,SSCI,SSCI (mixed conf.),dl_native,2016-2020,SSCI (mixed conf.)|dl_native|2016-2020,4.255319,200,47,0.235,dl_native,dl_native
49059,2025,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
59171,2025,EVOINT,Core EC journals,dl_native,2021-2025,Core EC journals|dl_native|2021-2025,1.0,86,86,1.0,dl_native,dl_native
85205,2024,INS,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
104591,2024,TEVC,Core EC journals,hybrid,2021-2025,Core EC journals|hybrid|2021-2025,3.185185,86,27,0.313953488372093,hybrid,hybrid
44406,2024,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
29795,2010,ESWA,Mixed journals,hybrid,<=2015,Mixed journals|hybrid|<=2015,1.0,2,2,1.0,hybrid,hybrid
59157,2025,EVOINT,Core EC journals,dl_native,2021-2025,Core EC journals|dl_native|2021-2025,1.0,86,86,1.0,dl_native,dl_native
69508,2022,GECCO,Core EC conferences,neuroevolution,2021-2025,Core EC conferences|neuroevolution|2021-2025,3.4375,110,32,0.2909090909090909,neuroevolution,neuroevolution
98409,2020,SSCI,SSCI (mixed conf.),dl_native,2016-2020,SSCI (mixed conf.)|dl_native|2016-2020,4.255319,200,47,0.235,dl_native,dl_native
103578,2023,TETCI,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,hybrid
98211,2021,SSCI,SSCI (mixed conf.),hybrid,2021-2025,SSCI (mixed conf.)|hybrid|2021-2025,1.0,9,9,1.0,hybrid,hybrid
47117,2025,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
11460,2024,ASOC,Mixed journals,other,2021-2025,Mixed journals|other|2021-2025,5.048077,525,104,0.1980952380952381,dl_native,other
92445,2024,PPSN,Core EC conferences,hybrid,2021-2025,Core EC conferences|hybrid|2021-2025,4.351852,235,54,0.2297872340425532,hybrid,hybrid
85867,2024,INS,Mixed journals,hybrid,2021-2025,Mixed journals|hybrid|2021-2025,4.979381,483,97,0.20082815734989648,neuroevolution,hybrid
98746,2020,SSCI,SSCI (mixed conf.),neuroevolution,2016-2020,SSCI (mixed conf.)|neuroevolution|2016-2020,1.0,15,15,1.0,neuroevolution,neuroevolution
44605,2024,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,other
40136,2022,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
9054,2021,ASOC,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
38028,2019,ESWA,Mixed journals,dl_native,2016-2020,Mixed journals|dl_native|2016-2020,5.087719,580,114,0.19655172413793104,dl_native,other
4631,2019,ASOC,Mixed journals,dl_native,2016-2020,Mixed journals|dl_native|2016-2020,5.087719,580,114,0.19655172413793104,dl_native,dl_native
48540,2025,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
12384,2024,ASOC,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
37616,2021,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
103419,2024,TETCI,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,5.626219,5193,923,0.17773926439437704,dl_native,dl_native
