corpus_id,human_label,year,venue_abbr,group,label,period,stratum,weight,N_h,n_h,pi1,N2,n2,pi2
71544,dl_native,2018,ICSI,Core EC conferences,dl_native,2016-2020,Core EC conferences|dl_native|2016-2020,2.3469387755102042,42,42,1.0,115,49,0.4260869565217391
69091,dl_native,2023,GECCO,Core EC conferences,dl_native,2021-2025,Core EC conferences|dl_native|2021-2025,2.3469387755102042,72,72,1.0,115,49,0.4260869565217391
92616,dl_native,2020,PPSN,Core EC conferences,dl_native,2016-2020,Core EC conferences|dl_native|2016-2020,2.3469387755102042,42,42,1.0,115,49,0.4260869565217391
98812,dl_native,2019,SSCI,SSCI (mixed conf.),dl_native,2016-2020,SSCI (mixed conf.)|dl_native|2016-2020,9.893617021276595,200,47,0.235,93,40,0.43010752688172044
115625,other,2024,SOFTCOMP,Mixed journals,other,2021-2025,Mixed journals|other|2021-2025,73.19711538461539,525,104,0.1980952380952381,145,10,0.06896551724137931
97630,neuroevolution,2023,SSCI,SSCI (mixed conf.),neuroevolution,2021-2025,SSCI (mixed conf.)|neuroevolution|2021-2025,2.3000000000000003,8,8,1.0,23,10,0.43478260869565216
98521,dl_native,2020,SSCI,SSCI (mixed conf.),dl_native,2016-2020,SSCI (mixed conf.)|dl_native|2016-2020,9.893617021276595,200,47,0.235,93,40,0.43010752688172044
91040,dl_native,2025,MEMETIC,Core EC journals,dl_native,2021-2025,Core EC journals|dl_native|2021-2025,1.872340425531915,86,86,1.0,88,47,0.5340909090909091
59711,dl_native,2023,EVOINT,Core EC journals,dl_native,2021-2025,Core EC journals|dl_native|2021-2025,1.872340425531915,86,86,1.0,88,47,0.5340909090909091
42747,hybrid,2023,ESWA,Mixed journals,hybrid,2021-2025,Mixed journals|hybrid|2021-2025,58.75670103092784,483,97,0.20082815734989648,118,10,0.0847457627118644
9378,neuroevolution,2021,ASOC,Mixed journals,neuroevolution,2021-2025,Mixed journals|neuroevolution|2021-2025,14.01935483870968,106,31,0.29245283018867924,41,10,0.24390243902439024
21772,dl_native,2024,CEC,Core EC conferences,dl_native,2021-2025,Core EC conferences|dl_native|2021-2025,2.3469387755102042,72,72,1.0,115,49,0.4260869565217391
59168,dl_native,2025,EVOINT,Core EC journals,dl_native,2021-2025,Core EC journals|dl_native|2021-2025,1.872340425531915,86,86,1.0,88,47,0.5340909090909091
38494,neuroevolution,2019,ESWA,Mixed journals,neuroevolution,2016-2020,Mixed journals|neuroevolution|2016-2020,4.1000000000000005,10,10,1.0,41,10,0.24390243902439024
9131,dl_native,2021,ASOC,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,134.2620407761253,5193,923,0.17773926439437704,1050,44,0.0419047619047619
71514,dl_native,2018,ICSI,Core EC conferences,dl_native,2016-2020,Core EC conferences|dl_native|2016-2020,2.3469387755102042,42,42,1.0,115,49,0.4260869565217391
98411,dl_native,2020,SSCI,SSCI (mixed conf.),other,2016-2020,SSCI (mixed conf.)|other|2016-2020,3.5625,19,16,0.8421052631578947,30,10,0.3333333333333333
98006,dl_native,2021,SSCI,SSCI (mixed conf.),dl_native,2021-2025,SSCI (mixed conf.)|dl_native|2021-2025,9.3,160,40,0.25,93,40,0.43010752688172044
84766,dl_native,2024,INS,Mixed journals,hybrid,2021-2025,Mixed journals|hybrid|2021-2025,58.75670103092784,483,97,0.20082815734989648,118,10,0.0847457627118644
71150,dl_native,2022,ICSI,Core EC conferences,dl_native,2021-2025,Core EC conferences|dl_native|2021-2025,2.3469387755102042,72,72,1.0,115,49,0.4260869565217391
16516,other,2012,CEC,Core EC conferences,other,<=2015,Core EC conferences|other|<=2015,4.3,4,4,1.0,43,10,0.23255813953488372
59960,dl_native,2022,EVOINT,Core EC journals,other,2021-2025,Core EC journals|other|2021-2025,4.842105263157896,40,19,0.475,23,10,0.43478260869565216
115912,dl_native,2025,SOFTCOMP,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,134.2620407761253,5193,923,0.17773926439437704,1050,44,0.0419047619047619
97741,neuroevolution,2023,SSCI,SSCI (mixed conf.),neuroevolution,2021-2025,SSCI (mixed conf.)|neuroevolution|2021-2025,2.3000000000000003,8,8,1.0,23,10,0.43478260869565216
97605,neuroevolution,2023,SSCI,SSCI (mixed conf.),neuroevolution,2021-2025,SSCI (mixed conf.)|neuroevolution|2021-2025,2.3000000000000003,8,8,1.0,23,10,0.43478260869565216
97661,dl_native,2023,SSCI,SSCI (mixed conf.),dl_native,2021-2025,SSCI (mixed conf.)|dl_native|2021-2025,9.3,160,40,0.25,93,40,0.43010752688172044
86478,dl_native,2023,INS,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,134.2620407761253,5193,923,0.17773926439437704,1050,44,0.0419047619047619
21366,hybrid,2025,CEC,Core EC conferences,dl_native,2021-2025,Core EC conferences|dl_native|2021-2025,2.3469387755102042,72,72,1.0,115,49,0.4260869565217391
59372,dl_native,2024,EVOINT,Core EC journals,dl_native,2021-2025,Core EC journals|dl_native|2021-2025,1.872340425531915,86,86,1.0,88,47,0.5340909090909091
99782,dl_native,2017,SSCI,SSCI (mixed conf.),dl_native,2016-2020,SSCI (mixed conf.)|dl_native|2016-2020,9.893617021276595,200,47,0.235,93,40,0.43010752688172044
104475,neuroevolution,2025,TEVC,Core EC journals,neuroevolution,2021-2025,Core EC journals|neuroevolution|2021-2025,6.766666666666666,49,21,0.42857142857142855,29,10,0.3448275862068966
81142,hybrid,2020,INS,Mixed journals,hybrid,2016-2020,Mixed journals|hybrid|2016-2020,23.6,38,19,0.5,118,10,0.0847457627118644
7881,neuroevolution,2022,ASOC,Mixed journals,neuroevolution,2021-2025,Mixed journals|neuroevolution|2021-2025,14.01935483870968,106,31,0.29245283018867924,41,10,0.24390243902439024
65906,dl_native,2019,GECCO,Core EC conferences,dl_native,2016-2020,Core EC conferences|dl_native|2016-2020,2.3469387755102042,42,42,1.0,115,49,0.4260869565217391
98167,other,2021,SSCI,SSCI (mixed conf.),other,2021-2025,SSCI (mixed conf.)|other|2021-2025,3.0,12,12,1.0,30,10,0.3333333333333333
65423,other,2020,GECCO,Core EC conferences,other,2016-2020,Core EC conferences|other|2016-2020,6.18125,23,16,0.6956521739130435,43,10,0.23255813953488372
21738,dl_native,2024,CEC,Core EC conferences,dl_native,2021-2025,Core EC conferences|dl_native|2021-2025,2.3469387755102042,72,72,1.0,115,49,0.4260869565217391
97543,hybrid,2023,SSCI,SSCI (mixed conf.),hybrid,2021-2025,SSCI (mixed conf.)|hybrid|2021-2025,1.7999999999999998,9,9,1.0,18,10,0.5555555555555556
22174,dl_native,2022,CEC,Core EC conferences,dl_native,2021-2025,Core EC conferences|dl_native|2021-2025,2.3469387755102042,72,72,1.0,115,49,0.4260869565217391
85205,dl_native,2024,INS,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,134.2620407761253,5193,923,0.17773926439437704,1050,44,0.0419047619047619
68505,dl_native,2024,GECCO,Core EC conferences,dl_native,2021-2025,Core EC conferences|dl_native|2021-2025,2.3469387755102042,72,72,1.0,115,49,0.4260869565217391
10071,neuroevolution,2025,ASOC,Mixed journals,hybrid,2021-2025,Mixed journals|hybrid|2021-2025,58.75670103092784,483,97,0.20082815734989648,118,10,0.0847457627118644
98768,dl_native,2020,SSCI,SSCI (mixed conf.),dl_native,2016-2020,SSCI (mixed conf.)|dl_native|2016-2020,9.893617021276595,200,47,0.235,93,40,0.43010752688172044
37713,hybrid,2020,ESWA,Mixed journals,hybrid,2016-2020,Mixed journals|hybrid|2016-2020,23.6,38,19,0.5,118,10,0.0847457627118644
41048,other,2023,ESWA,Mixed journals,other,2021-2025,Mixed journals|other|2021-2025,73.19711538461539,525,104,0.1980952380952381,145,10,0.06896551724137931
42945,dl_native,2023,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,134.2620407761253,5193,923,0.17773926439437704,1050,44,0.0419047619047619
101286,dl_native,2024,SWEVC,Core EC journals,dl_native,2021-2025,Core EC journals|dl_native|2021-2025,1.872340425531915,86,86,1.0,88,47,0.5340909090909091
81873,dl_native,2022,INS,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,134.2620407761253,5193,923,0.17773926439437704,1050,44,0.0419047619047619
46352,dl_native,2024,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,134.2620407761253,5193,923,0.17773926439437704,1050,44,0.0419047619047619
100073,other,2017,SSCI,SSCI (mixed conf.),other,2016-2020,SSCI (mixed conf.)|other|2016-2020,3.5625,19,16,0.8421052631578947,30,10,0.3333333333333333
18962,dl_native,2018,CEC,Core EC conferences,dl_native,2016-2020,Core EC conferences|dl_native|2016-2020,2.3469387755102042,42,42,1.0,115,49,0.4260869565217391
59157,dl_native,2025,EVOINT,Core EC journals,dl_native,2021-2025,Core EC journals|dl_native|2021-2025,1.872340425531915,86,86,1.0,88,47,0.5340909090909091
20530,other,2015,CEC,Core EC conferences,other,<=2015,Core EC conferences|other|<=2015,4.3,4,4,1.0,43,10,0.23255813953488372
60006,dl_native,2022,EVOINT,Core EC journals,dl_native,2021-2025,Core EC journals|dl_native|2021-2025,1.872340425531915,86,86,1.0,88,47,0.5340909090909091
92507,dl_native,2022,PPSN,Core EC conferences,dl_native,2021-2025,Core EC conferences|dl_native|2021-2025,2.3469387755102042,72,72,1.0,115,49,0.4260869565217391
90997,hybrid,2025,MEMETIC,Core EC journals,other,2021-2025,Core EC journals|other|2021-2025,4.842105263157896,40,19,0.475,23,10,0.43478260869565216
98808,dl_native,2019,SSCI,SSCI (mixed conf.),dl_native,2016-2020,SSCI (mixed conf.)|dl_native|2016-2020,9.893617021276595,200,47,0.235,93,40,0.43010752688172044
92408,dl_native,2024,PPSN,Core EC conferences,dl_native,2021-2025,Core EC conferences|dl_native|2021-2025,2.3469387755102042,72,72,1.0,115,49,0.4260869565217391
103317,dl_native,2024,TETCI,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,134.2620407761253,5193,923,0.17773926439437704,1050,44,0.0419047619047619
102175,other,2018,SWEVC,Core EC journals,other,2016-2020,Core EC journals|other|2016-2020,2.3000000000000003,3,3,1.0,23,10,0.43478260869565216
99666,hybrid,2017,SSCI,SSCI (mixed conf.),hybrid,2016-2020,SSCI (mixed conf.)|hybrid|2016-2020,1.7999999999999998,8,8,1.0,18,10,0.5555555555555556
98342,dl_native,2021,SSCI,SSCI (mixed conf.),dl_native,2021-2025,SSCI (mixed conf.)|dl_native|2021-2025,9.3,160,40,0.25,93,40,0.43010752688172044
68846,dl_native,2024,GECCO,Core EC conferences,dl_native,2021-2025,Core EC conferences|dl_native|2021-2025,2.3469387755102042,72,72,1.0,115,49,0.4260869565217391
21838,dl_native,2024,CEC,Core EC conferences,other,2021-2025,Core EC conferences|other|2021-2025,10.843478260869565,58,23,0.39655172413793105,43,10,0.23255813953488372
44469,dl_native,2024,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,134.2620407761253,5193,923,0.17773926439437704,1050,44,0.0419047619047619
59565,dl_native,2024,EVOINT,Core EC journals,dl_native,2021-2025,Core EC journals|dl_native|2021-2025,1.872340425531915,86,86,1.0,88,47,0.5340909090909091
49774,hybrid,2025,ESWA,Mixed journals,hybrid,2021-2025,Mixed journals|hybrid|2021-2025,58.75670103092784,483,97,0.20082815734989648,118,10,0.0847457627118644
99509,hybrid,2018,SSCI,SSCI (mixed conf.),hybrid,2016-2020,SSCI (mixed conf.)|hybrid|2016-2020,1.7999999999999998,8,8,1.0,18,10,0.5555555555555556
70931,dl_native,2025,ICSI,Core EC conferences,dl_native,2021-2025,Core EC conferences|dl_native|2021-2025,2.3469387755102042,72,72,1.0,115,49,0.4260869565217391
10537,neuroevolution,2025,ASOC,Mixed journals,neuroevolution,2021-2025,Mixed journals|neuroevolution|2021-2025,14.01935483870968,106,31,0.29245283018867924,41,10,0.24390243902439024
99118,dl_native,2019,SSCI,SSCI (mixed conf.),other,2016-2020,SSCI (mixed conf.)|other|2016-2020,3.5625,19,16,0.8421052631578947,30,10,0.3333333333333333
98771,neuroevolution,2020,SSCI,SSCI (mixed conf.),neuroevolution,2016-2020,SSCI (mixed conf.)|neuroevolution|2016-2020,2.3000000000000003,15,15,1.0,23,10,0.43478260869565216
60073,hybrid,2021,EVOINT,Core EC journals,hybrid,2021-2025,Core EC journals|hybrid|2021-2025,11.148148148148149,86,27,0.313953488372093,35,10,0.2857142857142857
71444,dl_native,2018,ICSI,Core EC conferences,dl_native,2016-2020,Core EC conferences|dl_native|2016-2020,2.3469387755102042,42,42,1.0,115,49,0.4260869565217391
21771,dl_native,2024,CEC,Core EC conferences,dl_native,2021-2025,Core EC conferences|dl_native|2021-2025,2.3469387755102042,72,72,1.0,115,49,0.4260869565217391
59884,dl_native,2022,EVOINT,Core EC journals,dl_native,2021-2025,Core EC journals|dl_native|2021-2025,1.872340425531915,86,86,1.0,88,47,0.5340909090909091
24336,other,2021,EMO,Core EC conferences,other,2021-2025,Core EC conferences|other|2021-2025,10.843478260869565,58,23,0.39655172413793105,43,10,0.23255813953488372
66186,neuroevolution,2018,GECCO,Core EC conferences,neuroevolution,2016-2020,Core EC conferences|neuroevolution|2016-2020,20.742857142857144,88,28,0.3181818181818182,66,10,0.15151515151515152
104748,other,2023,TEVC,Core EC journals,other,2021-2025,Core EC journals|other|2021-2025,4.842105263157896,40,19,0.475,23,10,0.43478260869565216
5700,hybrid,2019,ASOC,Mixed journals,hybrid,2016-2020,Mixed journals|hybrid|2016-2020,23.6,38,19,0.5,118,10,0.0847457627118644
97755,dl_native,2023,SSCI,SSCI (mixed conf.),dl_native,2021-2025,SSCI (mixed conf.)|dl_native|2021-2025,9.3,160,40,0.25,93,40,0.43010752688172044
21558,dl_native,2024,CEC,Core EC conferences,dl_native,2021-2025,Core EC conferences|dl_native|2021-2025,2.3469387755102042,72,72,1.0,115,49,0.4260869565217391
95667,other,2014,SSCI,SSCI (mixed conf.),hybrid,<=2015,SSCI (mixed conf.)|hybrid|<=2015,1.7999999999999998,1,1,1.0,18,10,0.5555555555555556
98764,dl_native,2020,SSCI,SSCI (mixed conf.),dl_native,2016-2020,SSCI (mixed conf.)|dl_native|2016-2020,9.893617021276595,200,47,0.235,93,40,0.43010752688172044
101985,neuroevolution,2019,SWEVC,Core EC journals,hybrid,2016-2020,Core EC journals|hybrid|2016-2020,3.5,8,8,1.0,35,10,0.2857142857142857
62791,neuroevolution,2014,GECCO,Core EC conferences,neuroevolution,<=2015,Core EC conferences|neuroevolution|<=2015,6.6,6,6,1.0,66,10,0.15151515151515152
99261,neuroevolution,2019,SSCI,SSCI (mixed conf.),neuroevolution,2016-2020,SSCI (mixed conf.)|neuroevolution|2016-2020,2.3000000000000003,15,15,1.0,23,10,0.43478260869565216
70921,dl_native,2025,ICSI,Core EC conferences,dl_native,2021-2025,Core EC conferences|dl_native|2021-2025,2.3469387755102042,72,72,1.0,115,49,0.4260869565217391
42571,dl_native,2023,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,134.2620407761253,5193,923,0.17773926439437704,1050,44,0.0419047619047619
104316,dl_native,2025,TEVC,Core EC journals,dl_native,2021-2025,Core EC journals|dl_native|2021-2025,1.872340425531915,86,86,1.0,88,47,0.5340909090909091
49426,dl_native,2025,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,134.2620407761253,5193,923,0.17773926439437704,1050,44,0.0419047619047619
57780,dl_native,2022,EVOAPP,Core EC conferences,dl_native,2021-2025,Core EC conferences|dl_native|2021-2025,2.3469387755102042,72,72,1.0,115,49,0.4260869565217391
41531,dl_native,2023,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,134.2620407761253,5193,923,0.17773926439437704,1050,44,0.0419047619047619
6906,dl_native,2023,ASOC,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,134.2620407761253,5193,923,0.17773926439437704,1050,44,0.0419047619047619
91081,dl_native,2023,MEMETIC,Core EC journals,dl_native,2021-2025,Core EC journals|dl_native|2021-2025,1.872340425531915,86,86,1.0,88,47,0.5340909090909091
59695,dl_native,2022,EVOINT,Core EC journals,dl_native,2021-2025,Core EC journals|dl_native|2021-2025,1.872340425531915,86,86,1.0,88,47,0.5340909090909091
9765,hybrid,2021,ASOC,Mixed journals,hybrid,2021-2025,Mixed journals|hybrid|2021-2025,58.75670103092784,483,97,0.20082815734989648,118,10,0.0847457627118644
71275,dl_native,2020,ICSI,Core EC conferences,dl_native,2016-2020,Core EC conferences|dl_native|2016-2020,2.3469387755102042,42,42,1.0,115,49,0.4260869565217391
59587,dl_native,2023,EVOINT,Core EC journals,dl_native,2021-2025,Core EC journals|dl_native|2021-2025,1.872340425531915,86,86,1.0,88,47,0.5340909090909091
59482,dl_native,2024,EVOINT,Core EC journals,dl_native,2021-2025,Core EC journals|dl_native|2021-2025,1.872340425531915,86,86,1.0,88,47,0.5340909090909091
11885,neuroevolution,2024,ASOC,Mixed journals,neuroevolution,2021-2025,Mixed journals|neuroevolution|2021-2025,14.01935483870968,106,31,0.29245283018867924,41,10,0.24390243902439024
71241,dl_native,2020,ICSI,Core EC conferences,dl_native,2016-2020,Core EC conferences|dl_native|2016-2020,2.3469387755102042,42,42,1.0,115,49,0.4260869565217391
59921,dl_native,2021,EVOINT,Core EC journals,dl_native,2021-2025,Core EC journals|dl_native|2021-2025,1.872340425531915,86,86,1.0,88,47,0.5340909090909091
99438,dl_native,2018,SSCI,SSCI (mixed conf.),dl_native,2016-2020,SSCI (mixed conf.)|dl_native|2016-2020,9.893617021276595,200,47,0.235,93,40,0.43010752688172044
98745,dl_native,2020,SSCI,SSCI (mixed conf.),other,2016-2020,SSCI (mixed conf.)|other|2016-2020,3.5625,19,16,0.8421052631578947,30,10,0.3333333333333333
36311,dl_native,2021,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,134.2620407761253,5193,923,0.17773926439437704,1050,44,0.0419047619047619
41395,other,2023,ESWA,Mixed journals,other,2021-2025,Mixed journals|other|2021-2025,73.19711538461539,525,104,0.1980952380952381,145,10,0.06896551724137931
7932,neuroevolution,2023,ASOC,Mixed journals,neuroevolution,2021-2025,Mixed journals|neuroevolution|2021-2025,14.01935483870968,106,31,0.29245283018867924,41,10,0.24390243902439024
100418,dl_native,2025,SWEVC,Core EC journals,dl_native,2021-2025,Core EC journals|dl_native|2021-2025,1.872340425531915,86,86,1.0,88,47,0.5340909090909091
59681,dl_native,2023,EVOINT,Core EC journals,dl_native,2021-2025,Core EC journals|dl_native|2021-2025,1.872340425531915,86,86,1.0,88,47,0.5340909090909091
97703,dl_native,2023,SSCI,SSCI (mixed conf.),dl_native,2021-2025,SSCI (mixed conf.)|dl_native|2021-2025,9.3,160,40,0.25,93,40,0.43010752688172044
69119,neuroevolution,2023,GECCO,Core EC conferences,hybrid,2021-2025,Core EC conferences|hybrid|2021-2025,36.120370370370374,235,54,0.2297872340425532,83,10,0.12048192771084337
99116,other,2019,SSCI,SSCI (mixed conf.),other,2016-2020,SSCI (mixed conf.)|other|2016-2020,3.5625,19,16,0.8421052631578947,30,10,0.3333333333333333
68782,hybrid,2024,GECCO,Core EC conferences,hybrid,2021-2025,Core EC conferences|hybrid|2021-2025,36.120370370370374,235,54,0.2297872340425532,83,10,0.12048192771084337
98310,dl_native,2021,SSCI,SSCI (mixed conf.),dl_native,2021-2025,SSCI (mixed conf.)|dl_native|2021-2025,9.3,160,40,0.25,93,40,0.43010752688172044
59515,dl_native,2024,EVOINT,Core EC journals,dl_native,2021-2025,Core EC journals|dl_native|2021-2025,1.872340425531915,86,86,1.0,88,47,0.5340909090909091
19662,dl_native,2016,CEC,Core EC conferences,dl_native,2016-2020,Core EC conferences|dl_native|2016-2020,2.3469387755102042,42,42,1.0,115,49,0.4260869565217391
100874,neuroevolution,2025,SWEVC,Core EC journals,neuroevolution,2021-2025,Core EC journals|neuroevolution|2021-2025,6.766666666666666,49,21,0.42857142857142855,29,10,0.3448275862068966
99181,dl_native,2019,SSCI,SSCI (mixed conf.),neuroevolution,2016-2020,SSCI (mixed conf.)|neuroevolution|2016-2020,2.3000000000000003,15,15,1.0,23,10,0.43478260869565216
66262,dl_native,2018,GECCO,Core EC conferences,dl_native,2016-2020,Core EC conferences|dl_native|2016-2020,2.3469387755102042,42,42,1.0,115,49,0.4260869565217391
95096,dl_native,2015,SSCI,SSCI (mixed conf.),dl_native,<=2015,SSCI (mixed conf.)|dl_native|<=2015,2.325,6,6,1.0,93,40,0.43010752688172044
59790,hybrid,2023,EVOINT,Core EC journals,other,2021-2025,Core EC journals|other|2021-2025,4.842105263157896,40,19,0.475,23,10,0.43478260869565216
104591,neuroevolution,2024,TEVC,Core EC journals,hybrid,2021-2025,Core EC journals|hybrid|2021-2025,11.148148148148149,86,27,0.313953488372093,35,10,0.2857142857142857
98828,neuroevolution,2019,SSCI,SSCI (mixed conf.),neuroevolution,2016-2020,SSCI (mixed conf.)|neuroevolution|2016-2020,2.3000000000000003,15,15,1.0,23,10,0.43478260869565216
99431,dl_native,2018,SSCI,SSCI (mixed conf.),dl_native,2016-2020,SSCI (mixed conf.)|dl_native|2016-2020,9.893617021276595,200,47,0.235,93,40,0.43010752688172044
46385,dl_native,2024,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,134.2620407761253,5193,923,0.17773926439437704,1050,44,0.0419047619047619
97600,dl_native,2023,SSCI,SSCI (mixed conf.),dl_native,2021-2025,SSCI (mixed conf.)|dl_native|2021-2025,9.3,160,40,0.25,93,40,0.43010752688172044
12424,dl_native,2024,ASOC,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,134.2620407761253,5193,923,0.17773926439437704,1050,44,0.0419047619047619
59481,other,2024,EVOINT,Core EC journals,dl_native,2021-2025,Core EC journals|dl_native|2021-2025,1.872340425531915,86,86,1.0,88,47,0.5340909090909091
97499,hybrid,2023,SSCI,SSCI (mixed conf.),hybrid,2021-2025,SSCI (mixed conf.)|hybrid|2021-2025,1.7999999999999998,9,9,1.0,18,10,0.5555555555555556
49446,dl_native,2025,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,134.2620407761253,5193,923,0.17773926439437704,1050,44,0.0419047619047619
99149,dl_native,2019,SSCI,SSCI (mixed conf.),other,2016-2020,SSCI (mixed conf.)|other|2016-2020,3.5625,19,16,0.8421052631578947,30,10,0.3333333333333333
71533,dl_native,2018,ICSI,Core EC conferences,dl_native,2016-2020,Core EC conferences|dl_native|2016-2020,2.3469387755102042,42,42,1.0,115,49,0.4260869565217391
21571,hybrid,2024,CEC,Core EC conferences,hybrid,2021-2025,Core EC conferences|hybrid|2021-2025,36.120370370370374,235,54,0.2297872340425532,83,10,0.12048192771084337
59177,dl_native,2025,EVOINT,Core EC journals,dl_native,2021-2025,Core EC journals|dl_native|2021-2025,1.872340425531915,86,86,1.0,88,47,0.5340909090909091
37463,dl_native,2021,ESWA,Mixed journals,dl_native,2021-2025,Mixed journals|dl_native|2021-2025,134.2620407761253,5193,923,0.17773926439437704,1050,44,0.0419047619047619
104888,other,2021,TEVC,Core EC journals,other,2021-2025,Core EC journals|other|2021-2025,4.842105263157896,40,19,0.475,23,10,0.43478260869565216
79482,dl_native,2020,INS,Mixed journals,dl_native,2016-2020,Mixed journals|dl_native|2016-2020,121.41148325358851,580,114,0.19655172413793104,1050,44,0.0419047619047619
