corpus_id,majority_label,human_label,year,venue_abbr,label_MiniMax-M3,label_GLM-5.3,label_DeepSeek-V4.1-Flash,label_Claude-Sonnet-5,era,N1,n1,pi1,candidate,sampling_label,N2,n2,pi2,weight,production_label,m1_eligible,abstract_status,target_venue,group
27293,apply,apply,2005,ESWA,apply,apply,apply,apply,2005-2009,13159,333,0.02530587430655825,True,apply,347,45,0.12968299711815562,304.71624958291625,apply,True,nonempty,True,Mixed journals
34377,propose_new,propose_new,2017,ESWA,apply,propose_new,propose_new,propose_new,2015-2019,20521,333,0.016227279372350276,True,propose_new,820,81,0.09878048780487805,623.8542245949653,apply,True,nonempty,True,Mixed journals
105773,improve,improve,2008,TEVC,improve,improve,improve,improve,2005-2009,13159,333,0.02530587430655825,True,improve,244,37,0.15163934426229508,260.5954062170278,improve,True,nonempty,True,Core EC journals
119033,hybrid,hybrid,2004,CEC,hybrid,hybrid,hybrid,hybrid,2000-2004,4013,333,0.08298031397956641,True,hybrid,125,28,0.224,53.79933504933505,hybrid,True,nonempty,True,Core EC conferences
4285,apply,apply,2020,ASOC,apply,propose_new,propose_new,apply,2020-2025,40240,333,0.008275347912524851,True,apply,347,45,0.12968299711815562,931.8171504838172,apply,True,nonempty,True,Mixed journals
63023,hybrid,hybrid,2013,GECCO,hybrid,hybrid,hybrid,propose_new,2010-2014,20442,333,0.016289991194599354,True,hybrid,125,28,0.224,274.05083655083655,hybrid,True,nonempty,True,Core EC conferences
90020,theory,theory,1997,INS,theory,theory,theory,other,1990-1999,947,333,0.35163674762407604,True,theory,160,31,0.19375,14.677903710161775,theory,True,nonempty,True,Mixed journals
122877,review,review,2006,INS,review,review,review,other,2005-2009,13159,333,0.02530587430655825,True,review,45,22,0.4888888888888889,80.82923832923834,review,True,nonempty,True,Mixed journals
32183,hybrid,hybrid,2012,ESWA,hybrid,hybrid,hybrid,hybrid,2010-2014,20442,333,0.016289991194599354,True,hybrid,125,28,0.224,274.05083655083655,hybrid,True,nonempty,True,Mixed journals
99905,propose_new,propose_new,2017,SSCI,apply,propose_new,propose_new,propose_new,2015-2019,20521,333,0.016227279372350276,True,propose_new,820,81,0.09878048780487805,623.8542245949653,apply,True,nonempty,True,SSCI (mixed conf.)
75902,propose_new,propose_new,2006,INS,propose_new,propose_new,propose_new,propose_new,2005-2009,13159,333,0.02530587430655825,True,propose_new,820,81,0.09878048780487805,400.04374745115484,propose_new,True,nonempty,True,Mixed journals
69195,improve,benchmark,2023,GECCO,improve,improve,improve,improve,2020-2025,40240,333,0.008275347912524851,True,improve,244,37,0.15163934426229508,796.8963558152747,improve,True,nonempty,True,Core EC conferences
125214,other,other,2012,INS,other,other,other,other,2010-2014,20442,333,0.016289991194599354,True,other,167,31,0.18562874251497005,330.69979657076436,other,True,nonempty,True,Mixed journals
17131,improve,improve,2010,CEC,improve,improve,improve,improve,2010-2014,20442,333,0.016289991194599354,True,improve,244,37,0.15163934426229508,404.8249330411492,improve,True,nonempty,True,Core EC conferences
15681,benchmark,benchmark,2005,CEC,benchmark,apply,benchmark,apply,2005-2009,13159,333,0.02530587430655825,True,benchmark,89,25,0.2808988764044944,140.6787987987988,benchmark,True,nonempty,True,Core EC conferences
118464,apply,apply,2003,CEC,apply,apply,apply,apply,2000-2004,4013,333,0.08298031397956641,True,apply,347,45,0.12968299711815562,92.926993660327,apply,True,nonempty,True,Core EC conferences
118329,other,benchmark,2002,CEC,other,other,other,theory,2000-2004,4013,333,0.08298031397956641,True,other,167,31,0.18562874251497005,64.9201782427589,other,True,nonempty,True,Core EC conferences
120482,benchmark,benchmark,2011,SSCI,apply,benchmark,benchmark,other,2010-2014,20442,333,0.016289991194599354,True,benchmark,89,25,0.2808988764044944,218.53909909909908,apply,True,nonempty,True,SSCI (mixed conf.)
90847,benchmark,benchmark,2000,JOH,improve,apply,benchmark,benchmark,2000-2004,4013,333,0.08298031397956641,True,benchmark,89,25,0.2808988764044944,42.90174174174174,improve,True,nonempty,True,Mixed journals
46469,propose_new,propose_new,2024,ESWA,propose_new,propose_new,propose_new,propose_new,2020-2025,40240,333,0.008275347912524851,True,propose_new,820,81,0.09878048780487805,1223.327030734438,propose_new,True,nonempty,True,Mixed journals
94712,theory,theory,2016,SSCI,theory,theory,theory,theory,2015-2019,20521,333,0.016227279372350276,True,theory,160,31,0.19375,318.06257870774,theory,True,nonempty,True,SSCI (mixed conf.)
62336,improve,improve,2003,GECCO,improve,improve,improve,improve,2000-2004,4013,333,0.08298031397956641,True,improve,244,37,0.15163934426229508,79.47179612044476,improve,True,nonempty,True,Core EC conferences
93228,theory,theory,2008,PPSN,theory,theory,theory,theory,2005-2009,13159,333,0.02530587430655825,True,theory,160,31,0.19375,203.95621427879493,theory,True,nonempty,True,Core EC conferences
118375,apply,apply,2003,CEC,apply,apply,apply,propose_new,2000-2004,4013,333,0.08298031397956641,True,apply,347,45,0.12968299711815562,92.926993660327,apply,True,nonempty,True,Core EC conferences
96082,propose_new,propose_new,2013,SSCI,apply,propose_new,propose_new,propose_new,2010-2014,20442,333,0.016289991194599354,True,propose_new,820,81,0.09878048780487805,621.4525636747859,apply,True,nonempty,True,SSCI (mixed conf.)
79698,propose_new,propose_new,2020,INS,propose_new,propose_new,propose_new,propose_new,2020-2025,40240,333,0.008275347912524851,True,propose_new,820,81,0.09878048780487805,1223.327030734438,propose_new,True,nonempty,True,Mixed journals
24421,propose_new,improve,2019,EMO,improve,propose_new,propose_new,propose_new,2015-2019,20521,333,0.016227279372350276,True,propose_new,820,81,0.09878048780487805,623.8542245949653,improve,True,nonempty,True,Core EC conferences
117595,hybrid,hybrid,2000,CEC,hybrid,hybrid,propose_new,hybrid,2000-2004,4013,333,0.08298031397956641,True,hybrid,125,28,0.224,53.79933504933505,hybrid,True,nonempty,True,Core EC conferences
94091,other,other,1992,PPSN,propose_new,apply,other,other,1990-1999,947,333,0.35163674762407604,True,other,167,31,0.18562874251497005,15.320061997481352,propose_new,False,empty,True,Core EC conferences
2972,review,review,2014,ASOC,review,review,review,review,2010-2014,20442,333,0.016289991194599354,True,review,45,22,0.4888888888888889,125.56511056511057,review,True,nonempty,True,Mixed journals
5613,apply,apply,2018,ASOC,apply,apply,propose_new,other,2015-2019,20521,333,0.016227279372350276,True,apply,347,45,0.12968299711815562,475.19432766099425,apply,True,nonempty,True,Mixed journals
3367,propose_new,propose_new,2013,ASOC,propose_new,propose_new,propose_new,propose_new,2010-2014,20442,333,0.016289991194599354,True,propose_new,820,81,0.09878048780487805,621.4525636747859,propose_new,True,nonempty,True,Mixed journals
117962,improve,improve,2001,CEC,improve,improve,improve,improve,2000-2004,4013,333,0.08298031397956641,True,improve,244,37,0.15163934426229508,79.47179612044476,improve,True,nonempty,True,Core EC conferences
93461,theory,theory,2004,PPSN,theory,theory,propose_new,theory,2000-2004,4013,333,0.08298031397956641,True,theory,160,31,0.19375,62.19897316671509,theory,True,nonempty,True,Core EC conferences
98384,review,review,2020,SSCI,review,review,review,other,2020-2025,40240,333,0.008275347912524851,True,review,45,22,0.4888888888888889,247.17444717444715,review,True,nonempty,True,SSCI (mixed conf.)
67100,propose_new,propose_new,2016,GECCO,apply,propose_new,propose_new,propose_new,2015-2019,20521,333,0.016227279372350276,True,propose_new,820,81,0.09878048780487805,623.8542245949653,apply,True,nonempty,True,Core EC conferences
94124,improve,improve,1992,PPSN,improve,improve,improve,other,1990-1999,947,333,0.35163674762407604,True,improve,244,37,0.15163934426229508,18.753997240483727,improve,False,empty,True,Core EC conferences
119034,benchmark,benchmark,2004,CEC,improve,benchmark,benchmark,benchmark,2000-2004,4013,333,0.08298031397956641,True,benchmark,89,25,0.2808988764044944,42.90174174174174,improve,True,nonempty,True,Core EC conferences
106051,hybrid,hybrid,2001,TEVC,hybrid,hybrid,apply,hybrid,2000-2004,4013,333,0.08298031397956641,True,hybrid,125,28,0.224,53.79933504933505,hybrid,True,nonempty,True,Core EC journals
28711,propose_new,propose_new,2011,ESWA,propose_new,propose_new,propose_new,apply,2010-2014,20442,333,0.016289991194599354,True,propose_new,820,81,0.09878048780487805,621.4525636747859,propose_new,True,nonempty,True,Mixed journals
94092,other,other,1992,PPSN,improve,propose_new,other,other,1990-1999,947,333,0.35163674762407604,True,other,167,31,0.18562874251497005,15.320061997481352,improve,False,empty,True,Core EC conferences
104162,hybrid,hybrid,2025,TEVC,hybrid,hybrid,propose_new,propose_new,2020-2025,40240,333,0.008275347912524851,True,hybrid,125,28,0.224,539.4680394680394,hybrid,True,nonempty,True,Core EC journals
94206,theory,theory,1991,PPSN,theory,theory,theory,theory,1990-1999,947,333,0.35163674762407604,True,theory,160,31,0.19375,14.677903710161775,theory,True,nonempty,True,Core EC conferences
30088,propose_new,hybrid,2010,ESWA,propose_new,propose_new,,propose_new,2010-2014,20442,333,0.016289991194599354,True,propose_new,820,81,0.09878048780487805,621.4525636747859,propose_new,True,nonempty,True,Mixed journals
124095,review,review,2009,INS,review,review,review,other,2005-2009,13159,333,0.02530587430655825,True,review,45,22,0.4888888888888889,80.82923832923834,review,True,nonempty,True,Mixed journals
122794,other,other,2005,INS,other,other,other,other,2005-2009,13159,333,0.02530587430655825,True,other,167,31,0.18562874251497005,212.8792986534922,other,True,nonempty,True,Mixed journals
36175,improve,improve,2021,ESWA,improve,propose_new,improve,propose_new,2020-2025,40240,333,0.008275347912524851,True,improve,244,37,0.15163934426229508,796.8963558152747,improve,True,nonempty,True,Mixed journals
25058,review,review,2009,ESWA,review,review,review,review,2005-2009,13159,333,0.02530587430655825,True,review,45,22,0.4888888888888889,80.82923832923834,review,True,nonempty,True,Mixed journals
106129,review,improve,1998,TEVC,review,improve,review,improve,1990-1999,947,333,0.35163674762407604,True,review,45,22,0.4888888888888889,5.816953316953317,review,True,nonempty,True,Core EC journals
17026,apply,apply,2009,CEC,apply,apply,improve,apply,2005-2009,13159,333,0.02530587430655825,True,apply,347,45,0.12968299711815562,304.71624958291625,apply,True,nonempty,True,Core EC conferences
105468,improve,improve,2012,TEVC,improve,improve,improve,apply,2010-2014,20442,333,0.016289991194599354,True,improve,244,37,0.15163934426229508,404.8249330411492,improve,True,nonempty,True,Core EC journals
89891,propose_new,propose_new,1998,INS,propose_new,propose_new,propose_new,propose_new,1990-1999,947,333,0.35163674762407604,True,propose_new,820,81,0.09878048780487805,28.78953027101175,propose_new,True,nonempty,True,Mixed journals
118211,propose_new,propose_new,2002,CEC,propose_new,propose_new,propose_new,propose_new,2000-2004,4013,333,0.08298031397956641,True,propose_new,820,81,0.09878048780487805,121.99829459088716,propose_new,True,nonempty,True,Core EC conferences
124700,apply,apply,2011,INS,other,apply,apply,apply,2010-2014,20442,333,0.016289991194599354,True,apply,347,45,0.12968299711815562,473.36496496496494,other,True,nonempty,True,Mixed journals
18690,benchmark,benchmark,2019,CEC,benchmark,benchmark,benchmark,benchmark,2015-2019,20521,333,0.016227279372350276,True,benchmark,89,25,0.2808988764044944,219.3836636636636,benchmark,True,nonempty,True,Core EC conferences
88971,theory,theory,2004,INS,theory,theory,theory,other,2000-2004,4013,333,0.08298031397956641,True,theory,160,31,0.19375,62.19897316671509,theory,True,nonempty,True,Mixed journals
64461,benchmark,benchmark,2009,GECCO,benchmark,benchmark,benchmark,benchmark,2005-2009,13159,333,0.02530587430655825,True,benchmark,89,25,0.2808988764044944,140.6787987987988,benchmark,True,nonempty,True,Core EC conferences
106112,propose_new,propose_new,2000,TEVC,propose_new,apply,propose_new,propose_new,2000-2004,4013,333,0.08298031397956641,True,propose_new,820,81,0.09878048780487805,121.99829459088716,propose_new,True,nonempty,True,Core EC journals
93787,other,other,1996,PPSN,review,other,other,other,1990-1999,947,333,0.35163674762407604,True,other,167,31,0.18562874251497005,15.320061997481352,review,True,nonempty,True,Core EC conferences
123319,review,review,2007,INS,review,review,review,other,2005-2009,13159,333,0.02530587430655825,True,review,45,22,0.4888888888888889,80.82923832923834,review,True,nonempty,True,Mixed journals
75524,propose_new,propose_new,2008,INS,apply,propose_new,propose_new,propose_new,2005-2009,13159,333,0.02530587430655825,True,propose_new,820,81,0.09878048780487805,400.04374745115484,apply,True,nonempty,True,Mixed journals
120824,theory,theory,2011,SSCI,other,theory,theory,theory,2010-2014,20442,333,0.016289991194599354,True,theory,160,31,0.19375,316.8381284510317,other,True,nonempty,True,SSCI (mixed conf.)
81280,propose_new,propose_new,2019,INS,propose_new,propose_new,propose_new,improve,2015-2019,20521,333,0.016227279372350276,True,propose_new,820,81,0.09878048780487805,623.8542245949653,propose_new,True,nonempty,True,Mixed journals
62131,hybrid,hybrid,2004,GECCO,hybrid,hybrid,hybrid,hybrid,2000-2004,4013,333,0.08298031397956641,True,hybrid,125,28,0.224,53.79933504933505,hybrid,True,nonempty,True,Core EC conferences
28505,propose_new,propose_new,2011,ESWA,other,propose_new,propose_new,apply,2010-2014,20442,333,0.016289991194599354,True,propose_new,820,81,0.09878048780487805,621.4525636747859,other,True,nonempty,True,Mixed journals
90076,theory,theory,1997,INS,theory,theory,theory,theory,1990-1999,947,333,0.35163674762407604,True,theory,160,31,0.19375,14.677903710161775,theory,True,nonempty,True,Mixed journals
120163,apply,apply,2012,GECCO,apply,apply,apply,apply,2010-2014,20442,333,0.016289991194599354,True,apply,347,45,0.12968299711815562,473.36496496496494,apply,True,nonempty,True,Core EC conferences
93416,theory,benchmark,2004,PPSN,theory,benchmark,benchmark,theory,2000-2004,4013,333,0.08298031397956641,True,theory,160,31,0.19375,62.19897316671509,theory,True,nonempty,True,Core EC conferences
124104,other,other,2009,INS,other,review,other,other,2005-2009,13159,333,0.02530587430655825,True,other,167,31,0.18562874251497005,212.8792986534922,other,True,nonempty,True,Mixed journals
59029,hybrid,hybrid,2007,EVOCOP,hybrid,hybrid,hybrid,hybrid,2005-2009,13159,333,0.02530587430655825,True,hybrid,125,28,0.224,176.41302016302015,hybrid,True,nonempty,True,Core EC conferences
93458,propose_new,propose_new,2002,PPSN,propose_new,propose_new,propose_new,propose_new,2000-2004,4013,333,0.08298031397956641,True,propose_new,820,81,0.09878048780487805,121.99829459088716,propose_new,True,nonempty,True,Core EC conferences
17302,hybrid,hybrid,2009,CEC,apply,hybrid,,hybrid,2005-2009,13159,333,0.02530587430655825,True,hybrid,125,28,0.224,176.41302016302015,apply,True,nonempty,True,Core EC conferences
118643,hybrid,hybrid,2003,CEC,hybrid,hybrid,hybrid,hybrid,2000-2004,4013,333,0.08298031397956641,True,hybrid,125,28,0.224,53.79933504933505,hybrid,True,nonempty,True,Core EC conferences
123130,other,other,2006,INS,other,other,other,other,2005-2009,13159,333,0.02530587430655825,True,other,167,31,0.18562874251497005,212.8792986534922,other,True,nonempty,True,Mixed journals
43079,propose_new,propose_new,2023,ESWA,other,propose_new,propose_new,propose_new,2020-2025,40240,333,0.008275347912524851,True,propose_new,820,81,0.09878048780487805,1223.327030734438,other,True,nonempty,True,Mixed journals
78145,propose_new,propose_new,2015,INS,propose_new,propose_new,propose_new,propose_new,2015-2019,20521,333,0.016227279372350276,True,propose_new,820,81,0.09878048780487805,623.8542245949653,propose_new,True,nonempty,True,Mixed journals
78179,review,review,2014,INS,review,review,review,review,2010-2014,20442,333,0.016289991194599354,True,review,45,22,0.4888888888888889,125.56511056511057,review,True,nonempty,True,Mixed journals
89770,propose_new,propose_new,1999,INS,propose_new,propose_new,propose_new,propose_new,1990-1999,947,333,0.35163674762407604,True,propose_new,820,81,0.09878048780487805,28.78953027101175,propose_new,True,nonempty,True,Mixed journals
9258,propose_new,propose_new,2021,ASOC,propose_new,propose_new,propose_new,propose_new,2020-2025,40240,333,0.008275347912524851,True,propose_new,820,81,0.09878048780487805,1223.327030734438,propose_new,True,nonempty,True,Mixed journals
123186,other,other,2006,INS,other,other,other,other,2005-2009,13159,333,0.02530587430655825,True,other,167,31,0.18562874251497005,212.8792986534922,other,True,nonempty,True,Mixed journals
30116,apply,apply,2010,ESWA,apply,apply,apply,apply,2010-2014,20442,333,0.016289991194599354,True,apply,347,45,0.12968299711815562,473.36496496496494,apply,True,nonempty,True,Mixed journals
88079,propose_new,propose_new,2025,INS,propose_new,propose_new,propose_new,propose_new,2020-2025,40240,333,0.008275347912524851,True,propose_new,820,81,0.09878048780487805,1223.327030734438,propose_new,True,nonempty,True,Mixed journals
27507,hybrid,hybrid,2004,ESWA,hybrid,hybrid,hybrid,propose_new,2000-2004,4013,333,0.08298031397956641,True,hybrid,125,28,0.224,53.79933504933505,hybrid,True,nonempty,True,Mixed journals
120822,other,other,2011,SSCI,other,other,other,apply,2010-2014,20442,333,0.016289991194599354,True,other,167,31,0.18562874251497005,330.69979657076436,other,True,nonempty,True,SSCI (mixed conf.)
94003,theory,theory,1994,PPSN,theory,theory,theory,theory,1990-1999,947,333,0.35163674762407604,True,theory,160,31,0.19375,14.677903710161775,theory,True,nonempty,True,Core EC conferences
94104,apply,apply,1992,PPSN,apply,apply,apply,apply,1990-1999,947,333,0.35163674762407604,True,apply,347,45,0.12968299711815562,21.929195862529195,apply,False,empty,True,Core EC conferences
1292,propose_new,hybrid,2004,ASOC,apply,hybrid,propose_new,propose_new,2000-2004,4013,333,0.08298031397956641,True,propose_new,820,81,0.09878048780487805,121.99829459088716,apply,True,nonempty,True,Mixed journals
124215,review,review,2009,INS,review,review,review,other,2005-2009,13159,333,0.02530587430655825,True,review,45,22,0.4888888888888889,80.82923832923834,review,True,nonempty,True,Mixed journals
118644,improve,improve,2003,CEC,improve,improve,improve,improve,2000-2004,4013,333,0.08298031397956641,True,improve,244,37,0.15163934426229508,79.47179612044476,improve,True,nonempty,True,Core EC conferences
76373,improve,improve,2016,INS,improve,improve,propose_new,improve,2015-2019,20521,333,0.016227279372350276,True,improve,244,37,0.15163934426229508,406.38941644347045,improve,True,nonempty,True,Mixed journals
73379,theory,theory,2013,INS,theory,theory,theory,theory,2010-2014,20442,333,0.016289991194599354,True,theory,160,31,0.19375,316.8381284510317,theory,True,nonempty,True,Mixed journals
64982,theory,theory,2008,GECCO,theory,theory,improve,theory,2005-2009,13159,333,0.02530587430655825,True,theory,160,31,0.19375,203.95621427879493,theory,True,nonempty,True,Core EC conferences
86445,propose_new,propose_new,2023,INS,propose_new,propose_new,propose_new,propose_new,2020-2025,40240,333,0.008275347912524851,True,propose_new,820,81,0.09878048780487805,1223.327030734438,propose_new,True,nonempty,True,Mixed journals
70658,benchmark,benchmark,2013,GPEM,benchmark,benchmark,benchmark,benchmark,2010-2014,20442,333,0.016289991194599354,True,benchmark,89,25,0.2808988764044944,218.53909909909908,benchmark,True,nonempty,True,Core EC journals
94649,other,other,2015,SSCI,other,other,other,other,2015-2019,20521,333,0.016227279372350276,True,other,167,31,0.18562874251497005,331.97781652620364,other,False,empty,True,SSCI (mixed conf.)
106176,review,review,1997,TEVC,review,review,review,review,1990-1999,947,333,0.35163674762407604,True,review,45,22,0.4888888888888889,5.816953316953317,review,True,nonempty,True,Core EC journals
74449,theory,theory,2011,INS,theory,theory,other,theory,2010-2014,20442,333,0.016289991194599354,True,theory,160,31,0.19375,316.8381284510317,theory,True,nonempty,True,Mixed journals
3108,propose_new,propose_new,2014,ASOC,propose_new,propose_new,propose_new,propose_new,2010-2014,20442,333,0.016289991194599354,True,propose_new,820,81,0.09878048780487805,621.4525636747859,propose_new,True,nonempty,True,Mixed journals
89949,propose_new,theory,1998,INS,propose_new,theory,theory,propose_new,1990-1999,947,333,0.35163674762407604,True,propose_new,820,81,0.09878048780487805,28.78953027101175,propose_new,True,nonempty,True,Mixed journals
57948,improve,improve,2019,EVOAPP,improve,improve,improve,improve,2015-2019,20521,333,0.016227279372350276,True,improve,244,37,0.15163934426229508,406.38941644347045,improve,True,nonempty,True,Core EC conferences
35231,review,review,2015,ESWA,review,review,review,review,2015-2019,20521,333,0.016227279372350276,True,review,45,22,0.4888888888888889,126.05036855036856,review,True,nonempty,True,Mixed journals
39820,benchmark,benchmark,2022,ESWA,benchmark,benchmark,benchmark,benchmark,2020-2025,40240,333,0.008275347912524851,True,benchmark,89,25,0.2808988764044944,430.19339339339336,benchmark,True,nonempty,True,Mixed journals
74213,other,other,2010,INS,other,propose_new,other,other,2010-2014,20442,333,0.016289991194599354,True,other,167,31,0.18562874251497005,330.69979657076436,other,True,nonempty,True,Mixed journals
76882,theory,theory,2017,INS,theory,theory,theory,theory,2015-2019,20521,333,0.016227279372350276,True,theory,160,31,0.19375,318.06257870774,theory,True,nonempty,True,Mixed journals
94215,apply,apply,1991,PPSN,apply,apply,apply,apply,1990-1999,947,333,0.35163674762407604,True,apply,347,45,0.12968299711815562,21.929195862529195,apply,True,nonempty,True,Core EC conferences
75518,propose_new,propose_new,2008,INS,propose_new,propose_new,propose_new,propose_new,2005-2009,13159,333,0.02530587430655825,True,propose_new,820,81,0.09878048780487805,400.04374745115484,propose_new,True,nonempty,True,Mixed journals
15252,theory,benchmark,2006,CEC,theory,benchmark,benchmark,theory,2005-2009,13159,333,0.02530587430655825,True,theory,160,31,0.19375,203.95621427879493,theory,True,nonempty,True,Core EC conferences
43088,hybrid,hybrid,2023,ESWA,apply,hybrid,,hybrid,2020-2025,40240,333,0.008275347912524851,True,hybrid,125,28,0.224,539.4680394680394,apply,True,nonempty,True,Mixed journals
194,apply,apply,2011,ASOC,apply,apply,apply,apply,2010-2014,20442,333,0.016289991194599354,True,apply,347,45,0.12968299711815562,473.36496496496494,apply,True,nonempty,True,Mixed journals
94105,theory,other,1992,PPSN,theory,improve,other,theory,1990-1999,947,333,0.35163674762407604,True,theory,160,31,0.19375,14.677903710161775,theory,False,empty,True,Core EC conferences
67235,review,other,2015,GECCO,review,review,other,other,2015-2019,20521,333,0.016227279372350276,True,review,45,22,0.4888888888888889,126.05036855036856,review,False,empty,True,Core EC conferences
78475,propose_new,propose_new,2014,INS,apply,propose_new,propose_new,propose_new,2010-2014,20442,333,0.016289991194599354,True,propose_new,820,81,0.09878048780487805,621.4525636747859,apply,True,nonempty,True,Mixed journals
95533,improve,improve,2014,SSCI,improve,improve,improve,improve,2010-2014,20442,333,0.016289991194599354,True,improve,244,37,0.15163934426229508,404.8249330411492,improve,True,nonempty,True,SSCI (mixed conf.)
93955,propose_new,improve,1996,PPSN,propose_new,propose_new,propose_new,other,1990-1999,947,333,0.35163674762407604,True,propose_new,820,81,0.09878048780487805,28.78953027101175,propose_new,False,empty,True,Core EC conferences
118231,hybrid,apply,2002,CEC,hybrid,hybrid,apply,propose_new,2000-2004,4013,333,0.08298031397956641,True,hybrid,125,28,0.224,53.79933504933505,hybrid,True,nonempty,True,Core EC conferences
89442,propose_new,propose_new,2002,INS,propose_new,propose_new,propose_new,apply,2000-2004,4013,333,0.08298031397956641,True,propose_new,820,81,0.09878048780487805,121.99829459088716,propose_new,True,nonempty,True,Mixed journals
23873,hybrid,propose_new,2020,ECJ,hybrid,hybrid,propose_new,propose_new,2020-2025,40240,333,0.008275347912524851,True,hybrid,125,28,0.224,539.4680394680394,hybrid,True,nonempty,True,Core EC journals
117939,improve,improve,2001,CEC,improve,improve,improve,improve,2000-2004,4013,333,0.08298031397956641,True,improve,244,37,0.15163934426229508,79.47179612044476,improve,True,nonempty,True,Core EC conferences
30453,propose_new,propose_new,2013,ESWA,propose_new,propose_new,propose_new,propose_new,2010-2014,20442,333,0.016289991194599354,True,propose_new,820,81,0.09878048780487805,621.4525636747859,propose_new,True,nonempty,True,Mixed journals
28865,propose_new,hybrid,2011,ESWA,hybrid,propose_new,propose_new,propose_new,2010-2014,20442,333,0.016289991194599354,True,propose_new,820,81,0.09878048780487805,621.4525636747859,hybrid,True,nonempty,True,Mixed journals
23889,theory,theory,2019,ECJ,theory,theory,theory,theory,2015-2019,20521,333,0.016227279372350276,True,theory,160,31,0.19375,318.06257870774,theory,True,nonempty,True,Core EC journals
48842,propose_new,propose_new,2025,ESWA,propose_new,propose_new,propose_new,propose_new,2020-2025,40240,333,0.008275347912524851,True,propose_new,820,81,0.09878048780487805,1223.327030734438,propose_new,True,nonempty,True,Mixed journals
94109,improve,other,1992,PPSN,improve,improve,improve,other,1990-1999,947,333,0.35163674762407604,True,improve,244,37,0.15163934426229508,18.753997240483727,improve,False,empty,True,Core EC conferences
48765,propose_new,propose_new,2025,ESWA,propose_new,propose_new,propose_new,propose_new,2020-2025,40240,333,0.008275347912524851,True,propose_new,820,81,0.09878048780487805,1223.327030734438,propose_new,True,nonempty,True,Mixed journals
90871,benchmark,benchmark,1998,JOH,benchmark,benchmark,benchmark,other,1990-1999,947,333,0.35163674762407604,True,benchmark,89,25,0.2808988764044944,10.124084084084084,benchmark,True,nonempty,True,Mixed journals
6585,propose_new,propose_new,2018,ASOC,propose_new,propose_new,propose_new,propose_new,2015-2019,20521,333,0.016227279372350276,True,propose_new,820,81,0.09878048780487805,623.8542245949653,propose_new,True,nonempty,True,Mixed journals
94196,improve,improve,1991,PPSN,improve,improve,improve,propose_new,1990-1999,947,333,0.35163674762407604,True,improve,244,37,0.15163934426229508,18.753997240483727,improve,True,nonempty,True,Core EC conferences
89127,apply,propose_new,2004,INS,apply,apply,propose_new,propose_new,2000-2004,4013,333,0.08298031397956641,True,apply,347,45,0.12968299711815562,92.926993660327,apply,True,nonempty,True,Mixed journals
89464,other,propose_new,2001,INS,other,propose_new,propose_new,other,2000-2004,4013,333,0.08298031397956641,True,other,167,31,0.18562874251497005,64.9201782427589,other,True,nonempty,True,Mixed journals
5758,hybrid,hybrid,2019,ASOC,hybrid,hybrid,hybrid,propose_new,2015-2019,20521,333,0.016227279372350276,True,hybrid,125,28,0.224,275.10993135993135,hybrid,True,nonempty,True,Mixed journals
122970,other,other,2006,INS,other,other,other,other,2005-2009,13159,333,0.02530587430655825,True,other,167,31,0.18562874251497005,212.8792986534922,other,True,nonempty,True,Mixed journals
69131,benchmark,benchmark,2023,GECCO,benchmark,theory,theory,benchmark,2020-2025,40240,333,0.008275347912524851,True,benchmark,89,25,0.2808988764044944,430.19339339339336,benchmark,True,nonempty,True,Core EC conferences
76125,propose_new,hybrid,2017,INS,hybrid,propose_new,propose_new,propose_new,2015-2019,20521,333,0.016227279372350276,True,propose_new,820,81,0.09878048780487805,623.8542245949653,hybrid,True,nonempty,True,Mixed journals
84815,propose_new,propose_new,2024,INS,propose_new,propose_new,propose_new,propose_new,2020-2025,40240,333,0.008275347912524851,True,propose_new,820,81,0.09878048780487805,1223.327030734438,propose_new,True,nonempty,True,Mixed journals
17949,apply,apply,2008,CEC,improve,apply,apply,apply,2005-2009,13159,333,0.02530587430655825,True,apply,347,45,0.12968299711815562,304.71624958291625,improve,True,nonempty,True,Core EC conferences
93936,apply,apply,1996,PPSN,apply,apply,apply,other,1990-1999,947,333,0.35163674762407604,True,apply,347,45,0.12968299711815562,21.929195862529195,apply,False,empty,True,Core EC conferences
123440,other,other,2007,INS,other,other,other,other,2005-2009,13159,333,0.02530587430655825,True,other,167,31,0.18562874251497005,212.8792986534922,other,True,nonempty,True,Mixed journals
6796,apply,apply,2017,ASOC,apply,propose_new,propose_new,apply,2015-2019,20521,333,0.016227279372350276,True,apply,347,45,0.12968299711815562,475.19432766099425,apply,True,nonempty,True,Mixed journals
64095,apply,apply,2010,GECCO,improve,apply,apply,apply,2010-2014,20442,333,0.016289991194599354,True,apply,347,45,0.12968299711815562,473.36496496496494,improve,True,nonempty,True,Core EC conferences
9022,propose_new,propose_new,2021,ASOC,propose_new,propose_new,propose_new,propose_new,2020-2025,40240,333,0.008275347912524851,True,propose_new,820,81,0.09878048780487805,1223.327030734438,propose_new,True,nonempty,True,Mixed journals
93841,propose_new,improve,1996,PPSN,propose_new,propose_new,propose_new,propose_new,1990-1999,947,333,0.35163674762407604,True,propose_new,820,81,0.09878048780487805,28.78953027101175,propose_new,True,nonempty,True,Core EC conferences
